"filename", "language", "Properties", "HTML", "TypeScript", "TypeScript JSX", "JSON", "PostCSS", "XML", "Markdown", "JSON with Comments", "JavaScript", "comment", "blank", "total"
"/home/haywae/projects/wxc/wxc-client/src/thunks/userThunks/requestPasswordResetThunk.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 6, 37
"/home/haywae/projects/wxc/wxc-client/src/thunks/userThunks/resetPasswordThunk.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 7, 6, 45
"/home/haywae/projects/wxc/wxc-client/src/types/exchange.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 4, 25
"/home/haywae/projects/wxc/wxc-client/src/types/settings.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/haywae/projects/wxc/wxc-client/src/types/user.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 1, 12
"/home/haywae/projects/wxc/wxc-client/src/types/userProfile.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/home/haywae/projects/wxc/wxc-client/src/utils/authUtils.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 17, 14, 82
"/home/haywae/projects/wxc/wxc-client/src/utils/commentUtils.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 4, 2, 32
"/home/haywae/projects/wxc/wxc-client/src/utils/exchangeUtils.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 37, 12, 103
"/home/haywae/projects/wxc/wxc-client/src/utils/hooks.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/haywae/projects/wxc/wxc-client/src/utils/notification_util.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 4, 8, 58
"/home/haywae/projects/wxc/wxc-client/src/utils/searchUtils.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 7, 5, 36
"/home/haywae/projects/wxc/wxc-client/src/utils/tagsUtils.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 2, 18
"/home/haywae/projects/wxc/wxc-client/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 10
"/home/haywae/projects/wxc/wxc-client/tsconfig.app.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 8, 4, 35
"/home/haywae/projects/wxc/wxc-client/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 1, 11
"/home/haywae/projects/wxc/wxc-client/tsconfig.node.json", "JSON", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 9, 3, 33
"/home/haywae/projects/wxc/wxc-client/vite.config.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 1, 18
"Total", "-", 1, 13, 4087, 4353, 5424, 2710, 3, 45, 7, 27, 1471, 1870, 20011
